Position data for MD simulation
732 1 7.93047 18.250491 36.143384
733 1 1.917435 16.000862 36.206141
734 2 9.90259 11.820749 38.892209
735 1 6.357025 13.858125 42.953422
736 1 0.175865 12.152678 40.560503
737 1 4.107318 10.127857 42.001696
738 2 0.308622 18.044251 36.05318
739 1 9.960265 13.938976 40.055026
740 1 8.129039 16.076597 43.005427
741 1 0.045143 18.013465 38.952362
742 2 9.70619 19.791482 36.074582
743 2 9.864978 19.958474 41.604055
744 1 0.213599 11.999876 37.584599
745 1 0.211901 16.168235 40.076811
746 1 0.20225 14.233014 38.79865
747 1 2.26319 19.815766 38.84779
748 1 9.898151 13.921238 42.979657
749 2 9.945977 15.735364 38.765985
750 2 0.051845 14.249557 36.155213
751 1 9.988674 6.194425 2.801637
752 2 10.004012 8.212383 4.121877
753 2 14.002971 -0.049606 7.000566
754 1 10.226042 4.139239 4.24647
755 1 17.98977 2.195939 5.827512
756 1 12.276373 9.897235 4.112051
757 1 12.178022 4.014487 2.915364
758 2 12.035498 5.846273 4.354365
759 1 12.242603 3.907335 5.620546
760 2 12.007551 5.831581 1.401437
761 1 12.260289 7.709791 2.785981
762 1 10.054444 6.094281 5.699149
763 1 12.163352 8.017536 5.65372
764 1 18.142161 0.561957 4.462156
765 1 20.004616 7.905365 2.931054
766 1 15.987765 9.92098 3.873207
767 2 12.218335 1.93047 4.515493
768 2 12.123181 1.980262 1.419608
769 1 13.92418 2.212884 2.924496
770 1 14.266335 4.40859 4.234266
771 1 14.386275 2.238233 5.77463
772 1 14.300827 4.131399 1.359309
773 1 14.048517 6.211536 2.841081
774 2 14.098844 8.131965 4.477204
775 1 14.031843 6.069938 5.919032
776 1 18.161975 4.151081 4.358343
777 1 14.48136 0.133755 4.218936
778 2 14.275961 7.600765 0.95018
779 2 17.977913 3.990541 1.287217
780 1 16.443243 0.336796 2.740276
781 1 10.025606 2.106366 0.377973
782 1 18.069562 6.062268 5.925391
783 1 16.130141 4.321265 2.716243
784 2 16.330933 6.10004 4.287501
785 1 16.3651 4.180626 5.70247
786 1 17.805055 8.0103 1.38939
787 2 15.792048 5.95538 1.142702
788 1 15.840501 7.828284 2.973127
789 2 12.044628 9.741501 1.504809
790 1 16.474172 8.06594 5.860901
791 2 18.087263 8.055626 4.448763
792 1 18.153129 6.218635 2.86571
793 2 10.045207 -0.010143 4.167734
794 2 15.996716 2.427773 4.201788
795 2 16.161401 9.961215 1.277053
796 1 15.90836 2.155484 1.529254
797 1 18.055506 2.239908 2.701288
798 1 18.106517 9.838776 0.037454
799 2 14.405084 0.410482 1.605857
800 1 10.447558 1.85945 3.046466
801 1 10.042569 2.247677 5.963377
802 1 14.247953 8.283194 7.025862
803 1 14.354368 9.648351 2.488284
804 1 11.874973 4.062178 0.168929
805 2 10.092433 3.935034 1.674576
806 1 12.285307 0.056063 0.021389
807 2 12.05169 9.953265 7.258068
808 1 16.194515 0.666786 5.86604
809 2 16.097014 6.401846 7.133292
810 1 15.908482 0.079467 0.079333
811 2 19.949189 9.747666 1.406717
812 1 12.352904 0.053315 5.678983
813 2 17.924509 7.989107 13.117497
814 2 18.492734 8.233094 7.341588
815 1 19.965581 4.038505 11.753891
816 2 12.098657 5.748179 7.313625
817 2 18.182347 4.243509 7.705133
818 1 12.291149 3.9279 8.854569
819 2 12.061353 5.893016 9.995266
820 1 12.06765 4.022259 11.357855
821 2 12.044103 5.675604 13.135578
822 1 10.314843 3.880667 13.006496
823 1 12.191293 7.999097 8.753951
824 2 18.181556 8.259717 10.13548
825 1 11.980709 8.016691 11.718071
826 1 10.172749 1.983593 14.3136
827 2 16.05731 2.44334 7.236983
828 2 12.257135 1.941063 10.17468
829 2 12.354932 2.073659 13.098174
830 1 10.324881 7.946264 7.453456
831 1 14.059308 1.85082 8.406992
832 1 14.402779 3.720385 9.956221
833 1 14.120349 2.06155 11.818077
834 2 14.346604 4.194581 13.000476
835 1 14.015037 6.003797 8.536393
836 2 13.982889 7.842906 10.103691
837 1 13.954691 5.9652 11.687267
838 2 13.981586 8.033889 13.128942
839 2 12.038028 9.827562 10.105781
840 1 18.069491 5.996295 11.423387
841 2 10.193856 3.962863 9.756701
842 1 18.030903 2.184972 11.901995
843 1 16.073401 4.468173 8.60468
844 2 15.863112 6.130116 10.228398
845 1 15.987482 3.716349 11.618675
846 1 16.329 6.054034 12.852616
847 1 15.937113 7.956516 8.68336
848 1 15.85875 8.026423 11.412507
849 1 12.119616 1.935651 7.259473
850 1 17.977773 6.325214 8.877473
851 2 16.163904 2.103699 9.839544
852 2 16.018835 9.984336 12.874547
853 2 15.984815 1.801675 13.143526
854 1 10.288822 1.946107 11.543027
855 2 17.935677 4.23685 12.906987
856 1 18.134091 1.935448 8.623066
857 1 17.870485 4.015671 10.316538
858 1 10.202077 1.996329 8.603999
859 1 15.979942 0.225747 8.43734
860 2 19.733888 2.031767 10.477279
861 1 19.915016 0.11878 8.786425
862 2 14.084559 0.087839 10.07681
863 1 14.117368 3.924473 7.227272
864 1 17.916272 0.202358 9.99778
865 2 20.012325 5.974795 10.298898
866 2 10.33927 0.081842 12.89629
867 1 13.939011 9.855104 11.641816
868 1 14.034666 9.830271 8.817571
869 1 12.270573 0.022385 8.767985
870 1 12.32224 0.044733 20.236748
871 1 10.322435 5.755349 14.598594
872 1 15.965584 4.007179 14.612525
873 1 13.978307 2.136918 14.639309
874 2 12.088824 5.930593 15.959635
875 1 12.242452 4.032453 17.422548
876 2 12.363403 6.325464 18.866193
877 1 11.895403 4.2636 20.172071
878 1 10.375113 0.166095 15.843168
879 1 19.776758 4.097016 17.187147
880 1 11.917419 8.163842 17.492963
881 1 12.02308 8.164286 20.144306
882 2 12.060843 1.944556 16.150552
883 2 12.125857 2.153098 18.822275
884 1 12.047664 0.072061 17.444235
885 1 17.920529 2.276019 14.527953
886 1 10.217918 3.629263 15.822087
887 1 14.101928 4.157631 16.005716
888 1 13.984227 2.008493 17.596008
889 2 14.185164 4.255452 18.591906
890 1 14.35157 1.961946 20.07466
891 2 13.738922 8.238047 15.935199
892 1 13.732657 6.151828 17.339267
893 1 14.022755 8.215464 18.627539
894 1 14.074479 6.126428 20.360558
895 1 19.841488 7.827475 17.26515
896 1 12.392348 0.060381 14.833366
897 1 9.986836 2.017058 17.543938
898 2 15.869227 5.855304 15.904709
899 1 16.13205 3.997891 17.422732
900 2 15.855976 6.227822 18.707734
901 1 16.234295 4.40605 20.002297
902 2 17.968507 8.049296 18.630767
903 1 15.739275 7.978784 17.209295
904 1 16.030774 8.147114 20.1618
905 2 15.942117 2.007401 16.147674
906 1 16.291556 2.242266 18.78199
907 1 17.94265 6.027525 17.312466
908 2 18.00498 4.012976 16.035352
909 1 18.129035 1.858026 17.27387
910 2 18.029749 4.116177 18.875233
911 1 18.021665 2.185601 20.174279
912 2 10.208941 8.077613 15.986749
913 1 18.005892 6.18981 20.295973
914 1 17.961565 8.104603 15.825977
915 1 13.969597 6.147442 14.671403
916 2 14.02917 0.058552 16.09517
917 1 19.931376 7.929041 20.289528
918 1 10.104428 1.888685 20.220377
919 1 12.17712 3.9345 14.425779
920 1 11.628658 8.078262 14.639716
921 1 15.990702 8.02254 14.70744
922 1 10.278825 5.827027 17.257655
923 1 18.149213 6.003298 14.552178
924 1 16.400709 0.323355 20.373024
925 2 19.820218 9.877065 16.291773
926 1 19.935616 7.797599 14.645033
927 2 19.942452 1.96178 18.71514
928 2 18.227177 0.031905 18.950257
929 2 13.997113 7.950925 21.470504
930 2 10.18889 3.884653 21.628468
931 2 17.810497 7.894428 24.168138
932 2 16.024483 2.289877 21.641258
933 2 17.762598 8.090355 27.772577
934 1 18.37614 5.677442 23.009117
935 1 12.212353 4.047843 23.21118
936 2 12.274916 5.889514 24.411965
937 1 12.439657 3.840088 26.007896
938 2 12.045092 5.711682 27.637942
939 1 12.284685 7.761106 22.947793
940 1 11.811034 7.799441 25.860736
941 1 17.925586 7.799582 21.955552
942 2 12.119958 1.951383 24.602717
943 2 12.099034 2.123344 27.231426
944 1 12.114242 0.036813 23.356964
945 1 18.090453 9.90766 26.134666
946 1 14.177054 1.759034 23.143627
947 2 14.211592 3.802393 24.374276
948 1 14.018593 1.769251 26.150932
949 1 14.249065 3.861839 27.520644
950 1 17.883356 4.23703 26.855844
951 2 11.994432 1.949638 21.938538
952 1 14.372372 5.869421 23.461918
953 1 13.765948 7.987851 24.848489
954 1 14.255033 5.98906 25.981893
955 2 13.737959 8.201581 27.140311
956 1 10.216842 5.952817 22.910283
957 1 18.186852 9.917798 23.109269
958 1 16.167599 4.131055 23.236854
959 1 16.492821 6.078815 24.432978
960 1 16.007825 4.46846 25.735951
961 2 16.151255 5.990729 27.208469
962 1 10.241705 8.072234 21.58133
963 1 15.797788 8.369773 23.263021
964 1 15.929396 8.089542 25.967994
965 1 18.108772 6.333074 25.933625
966 1 16.018565 2.172125 24.721743
967 1 12.288726 5.722393 21.843803
968 2 16.096791 2.329076 27.154206
969 1 17.821779 1.973285 22.986716
970 2 18.344069 3.733008 24.544886
971 1 18.122152 1.907685 26.096545
972 1 10.206776 4.186317 27.504893
973 1 18.276622 3.9713 21.562241
974 2 16.176786 6.256207 21.815313
975 1 16.300656 0.244774 23.177094
976 1 10.017304 9.988843 25.702245
977 2 14.299323 0.174838 21.584122
978 1 12.409455 9.899295 21.789608
979 2 14.3266 3.934057 21.569507
980 2 10.160219 3.962243 24.31635
981 1 11.982636 7.86803 28.513704
982 1 14.03627 6.2337 28.454898
983 1 13.989495 9.997777 28.690117
984 1 9.990377 1.861792 23.150658
985 1 19.93703 2.141822 24.521092
986 2 10.022539 7.982528 24.346166
987 1 10.126184 6.034784 25.902845
988 1 10.201178 1.849837 28.612754
989 1 14.07713 9.955726 23.354657
990 2 16.05293 9.886154 21.667706
991 1 19.72572 8.203663 25.592328
992 1 16.238184 0.073292 25.9717
993 2 18.297575 0.141777 21.63315
994 1 15.666335 8.024163 28.795911
995 2 19.961607 2.268893 30.239343
996 1 16.195942 0.248545 28.765381
997 1 16.355929 3.956217 28.805928
998 1 16.378059 0.039349 34.294497
999 1 11.787351 6.076116 30.330746
1000 1 12.083594 3.658567 31.567374
1001 2 11.806044 5.771946 32.583636
1002 1 11.68974 3.920397 34.482556
1003 2 12.016675 9.877816 35.73057
1004 1 14.33618 1.931554 28.743922
1005 1 11.947961 8.322302 31.729829
1006 1 10.071688 8.051238 30.221125
1007 1 11.801762 7.648142 34.186365
1008 1 12.089008 2.129446 29.862399
1009 2 12.120312 1.717252 32.856171
1010 1 19.756309 8.018112 34.246405
1011 2 14.146535 3.935871 30.04331
1012 1 14.092963 1.952504 31.506014
1013 2 14.051821 4.100904 32.993808
1014 1 14.368207 2.09191 33.982555
1015 2 9.97057 3.82103 29.959894
1016 2 13.661551 8.013011 30.178259
1017 1 14.086927 6.097096 31.543584
1018 1 14.001885 8.010415 33.236192
1019 1 13.793943 6.065048 34.462653
1020 2 15.873541 9.987461 35.732085
1021 1 17.713054 9.978288 34.362768
1022 2 15.945577 2.073959 35.774513
1023 1 18.17129 6.172085 34.422145
1024 2 16.070552 6.133505 30.0168
1025 1 15.895919 4.365695 31.537087
1026 2 16.047957 6.121906 33.238017
1027 1 16.074926 4.129672 34.322241
1028 1 15.847009 8.135985 31.324519
1029 1 16.095337 7.91239 34.68811
1030 1 16.17393 2.129253 30.465062
1031 2 16.272354 1.922921 32.977587
1032 2 13.810351 7.960261 35.733041
1033 1 12.276131 4.059781 28.87793
1034 2 18.151184 4.143158 30.351108
1035 1 18.309087 1.810538 31.538613
1036 1 18.07816 3.985686 32.929233
1037 1 17.986544 2.018097 34.480931
1038 1 17.848511 5.976789 31.653723
1039 2 17.963186 8.215096 32.864786
1040 1 18.039211 8.065666 30.263007
1041 1 19.941346 10.008347 33.052215
1042 1 12.477076 1.952066 35.408179
1043 1 18.020191 2.021179 28.75399
1044 2 17.914617 3.939948 35.873944
1045 1 18.035439 5.832596 28.701115
1046 1 10.130829 1.997832 31.437742
1047 2 9.977326 3.91914 32.995884
1048 2 11.950369 9.699561 30.076973
1049 2 10.171993 0.044779 30.169089
1050 2 13.896914 4.031706 35.767663
1051 1 9.976632 9.751261 40.014305
1052 1 17.88219 5.873676 43.012881
1053 1 10.468027 1.859465 37.062416
1054 1 12.030093 0.135312 40.351073
1055 2 18.081793 7.855686 36.081158
1056 1 11.820435 5.81282 35.939736
1057 2 19.906359 6.130949 38.966943
1058 1 19.903691 3.705577 40.076106
1059 1 11.910247 3.589919 37.27023
1060 2 12.062475 5.908388 38.710807
1061 1 11.882445 3.696946 40.103155
1062 1 11.700866 5.778486 41.598742
1063 1 17.863054 1.813979 40.35819
1064 1 11.829961 7.782747 37.349582
1065 2 17.917939 7.735629 41.402685
1066 1 11.769585 7.851121 40.16184
1067 2 10.330818 0.156031 41.906631
1068 1 18.104079 3.704953 38.978123
1069 2 12.04975 9.875087 38.850549
1070 2 12.276624 1.759353 38.870567
1071 1 12.140006 2.255949 41.59541
1072 1 15.882972 3.856208 42.627458
1073 1 13.906994 10.003731 40.20132
1074 1 14.109181 2.01222 37.196388
1075 1 13.978681 4.007316 38.67944
1076 1 14.140233 2.062276 40.019416
1077 2 13.807864 3.998953 41.347893
1078 2 10.069994 3.875584 41.677248
1079 1 18.165562 5.701307 37.239001
1080 1 13.746435 6.13221 37.302998
1081 1 13.943071 8.070254 38.640532
1082 1 13.957909 5.924234 39.983714
1083 2 14.027793 7.943237 41.493462
1084 1 17.894263 5.786609 39.911876
1085 1 13.967351 9.62251 43.089656
1086 1 19.937793 0.096905 40.216335
1087 2 18.006383 3.880697 41.505165
1088 1 16.178581 7.923787 42.985834
1089 1 15.941031 3.82871 37.440454
1090 2 16.109787 6.067474 38.61315
1091 1 15.912264 3.789298 40.079777
1092 1 15.630533 6.09152 41.377922
1093 1 15.989183 8.010429 37.172608
1094 1 19.867892 4.180137 42.884943
1095 1 15.986551 7.909899 39.950251
1096 2 16.15278 1.901063 38.608453
1097 2 16.003115 9.901766 41.461335
1098 1 15.892697 1.883768 41.370287
1099 1 17.989849 7.738909 38.651555
1100 1 18.001199 2.095715 37.317386
1101 1 18.1306 0.097176 38.582802
1102 1 15.675957 -0.008788 39.853087
1103 1 13.724703 5.846599 42.996362
1104 2 10.037935 3.717582 38.718755
1105 1 11.763259 7.783268 42.811701
1106 2 19.847356 1.916114 38.800085
1107 2 11.888458 9.768244 41.537794
1108 2 17.999376 0.055668 36.190897
1109 1 17.963354 9.886636 40.307144
1110 1 19.724256 7.549884 42.987781
1111 1 15.866109 5.646851 36.042411
1112 1 14.114317 2.113327 42.861372
1113 2 15.876051 9.808338 38.510796
1114 1 19.892941 8.057344 40.196267
1115 1 10.056186 9.90745 42.838833
1116 1 17.864609 1.696066 42.96111
1117 1 19.903423 5.825579 41.221541
1118 1 19.921436 4.073731 37.558735
1119 1 14.226294 10.28435 5.94261
1120 1 17.913802 10.04825 5.780839
1121 1 11.744596 15.702144 0.086923
1122 1 17.881305 18.282545 5.612438
1123 2 20.0451 18.253204 1.206949
1124 1 19.949634 15.982408 5.629069
1125 1 20.000077 12.030641 0.112419
1126 1 19.847013 11.789643 2.840067
1127 2 19.671683 17.799543 6.820914
1128 2 10.084576 12.104041 4.259849
1129 1 17.763572 18.234392 2.963686
1130 1 11.925964 11.661714 2.83894
1131 1 11.96886 13.612005 4.330026
1132 1 12.30329 11.765986 5.576767
1133 1 10.043833 13.827433 2.76286
1134 2 12.145218 13.775523 1.605096
1135 1 11.995468 15.83044 2.730805
1136 1 11.919667 17.679392 4.42209
1137 1 11.588099 15.88711 5.649217
1138 2 17.933603 12.0024 1.250104
1139 2 11.537393 17.842827 1.572247
1140 1 18.02633 10.091976 2.864818
1141 1 17.637769 16.252094 1.593602
1142 2 14.336112 12.040236 3.968665
1143 1 15.798328 19.945799 5.768891
1144 2 13.907226 11.771021 1.359189
1145 1 14.078514 13.800537 2.829319
1146 2 13.693298 15.710171 4.454794
1147 1 13.873354 13.848003 5.865655
1148 2 13.893716 15.935172 1.115367
1149 1 13.806844 17.936275 2.779894
1150 2 19.773737 13.846129 4.109986
1151 1 13.891252 17.843839 5.571498
1152 1 15.513362 19.772604 0.044467
1153 2 17.958365 12.08922 7.152099
1154 1 15.999105 12.025105 2.552774
1155 1 15.884745 13.907843 4.2511
1156 1 15.948108 12.049774 5.735157
1157 1 16.213861 13.960584 1.162712
1158 1 15.637471 15.88338 2.783576
1159 1 15.662202 18.176177 4.276047
1160 1 15.752016 15.876051 5.735136
1161 1 17.881397 14.0268 5.559978
1162 2 15.77237 17.747642 1.476634
1163 1 19.65611 11.916932 5.496666
1164 2 17.592051 15.977006 4.154539
1165 2 17.886877 12.045176 4.213172
1166 1 17.968354 13.990502 2.862215
1167 2 10.00284 11.996861 1.324392
1168 1 10.301375 12.131293 7.059121
1169 2 19.928548 14.0341 1.407389
1170 1 10.335803 10.000179 5.724851
1171 1 13.617963 19.91573 7.127937
1172 1 12.026135 11.666648 0.061432
1173 1 13.922017 13.913232 0.12376
1174 2 9.964787 15.97587 4.028198
1175 1 11.886753 19.76312 2.879508
1176 1 10.058235 10.102401 3.003739
1177 2 17.878921 15.773479 6.992895
1178 1 13.601073 18.073456 0.176255
1179 1 11.77608 19.862643 0.149752
1180 1 19.617441 18.343828 3.940774
1181 1 19.699696 16.033192 2.762983
1182 2 15.995149 13.874216 6.960337
1183 1 13.759531 15.901926 7.031171
1184 2 15.991975 10.06929 9.969124
1185 1 17.927027 14.04315 8.498996
1186 1 10.218742 16.414057 10.104148
1187 2 15.970771 10.161343 7.390002
1188 2 10.115679 12.163824 10.175135
1189 1 15.837473 19.957042 8.775545
1190 2 11.920234 17.994347 7.263376
1191 2 17.999181 16.268556 12.908516
1192 1 9.980435 14.243895 11.268633
1193 1 19.829768 15.663912 8.412016
1194 1 12.086224 11.864602 8.767334
1195 1 12.274089 14.041132 10.232981
1196 1 12.027233 11.683408 11.657652
1197 2 11.901586 14.210502 12.800574
1198 1 17.932076 12.084751 12.911113
1199 1 18.136091 10.161092 11.779375
1200 1 11.958337 15.964167 8.730203
1201 1 11.775291 18.218852 10.093348
1202 1 11.891601 16.26727 11.463764
1203 2 11.982633 17.997031 13.223503
1204 1 19.852974 18.207625 12.973162
1205 2 15.84011 18.166792 7.384946
1206 2 13.839204 12.050745 10.202752
1207 1 11.943331 12.161168 14.243904
1208 2 13.905852 12.022576 13.162816
1209 1 18.151325 10.012028 8.746754
1210 1 14.029081 14.06342 8.765861
1211 2 14.205617 16.022696 10.387479
1212 1 14.03702 14.142361 11.792333
1213 1 13.707124 16.104592 13.226694
1214 1 13.859899 17.693806 8.88985
1215 1 13.667194 18.182775 11.890921
1216 1 10.26899 10.090749 11.452156
1217 1 17.638028 18.132778 11.464337
1218 1 17.969355 14.257525 11.532895
1219 2 11.86131 13.988887 7.29902
1220 1 15.976057 12.254246 8.764658
1221 1 16.018774 14.43592 10.034512
1222 1 15.847811 11.939907 11.559263
1223 2 16.234505 13.667305 12.942808
1224 1 10.019391 18.166139 11.913642
1225 1 15.87978 15.894278 8.309814
1226 1 15.950262 17.656055 10.372906
1227 1 15.68908 15.869699 11.957916
1228 2 15.735708 18.092661 12.981763
1229 1 18.052362 18.047167 8.756621
1230 2 17.866924 11.944878 10.284397
1231 2 17.809242 15.963565 10.044853
1232 2 14.01923 12.008093 7.485426
1233 2 12.109524 10.023762 13.169108
1234 1 19.549614 11.934327 8.630596
1235 2 20.051334 17.469117 10.119031
1236 1 10.225674 10.287225 8.839131
1237 1 10.163841 16.125576 12.994356
1238 1 16.053137 19.835018 14.342191
1239 2 19.868078 13.539648 9.840965
1240 2 19.78225 13.837626 12.90105
1241 2 10.023533 12.311074 12.909553
1242 2 10.077939 19.911795 13.445008
1243 2 16.121041 10.109018 18.820115
1244 1 13.71781 14.02542 14.472548
1245 1 12.094765 19.979021 14.637293
1246 2 19.890156 14.246795 15.93291
1247 1 15.957666 11.962664 14.553539
1248 1 15.645362 16.026881 14.598454
1249 1 11.824972 16.015816 14.527958
1250 1 18.085803 10.421214 17.690278
1251 1 14.078394 17.918038 14.629109
1252 1 18.01767 17.918049 20.264687
1253 2 10.158799 19.89859 18.955175
1254 1 11.794491 14.03548 16.149488
1255 1 11.70659 11.989 17.480527
1256 2 11.786536 13.74737 18.931958
1257 1 12.151549 11.826537 20.353024
1258 2 17.738042 15.85582 19.119323
1259 1 9.97929 17.993313 14.63618
1260 2 12.001001 18.164366 16.168897
1261 1 11.760909 15.975622 17.385379
1262 1 12.206066 18.20731 18.470803
1263 1 11.76518 16.07556 20.078434
1264 2 17.869334 16.05824 16.02611
1265 1 17.988515 18.146726 14.810329
1266 2 13.605484 11.917848 15.970854
1267 1 17.926328 14.108284 17.38791
1268 1 14.159407 11.913139 18.509455
1269 2 12.156862 10.208238 18.738743
1270 2 17.799588 12.291436 18.831083
1271 2 13.649471 15.9334 15.876933
1272 1 13.966343 14.065406 17.317025
1273 2 13.805267 16.255174 18.659793
1274 1 13.933343 13.882947 19.872982
1275 1 18.166642 14.018292 20.361647
1276 1 18.296475 18.292463 17.577421
1277 1 14.221154 18.038817 17.015144
1278 1 14.061241 18.03092 20.487142
1279 1 18.051672 14.379933 14.35757
1280 1 11.761111 10.279591 15.883942
1281 1 10.092421 10.055943 20.475345
1282 2 15.782699 13.935989 15.654926
1283 1 16.018295 12.046385 17.164479
1284 2 15.72762 14.042021 18.885371
1285 1 15.924006 12.131676 20.310904
1286 2 18.266608 12.134656 15.635575
1287 2 16.226195 18.01683 16.117566
1288 1 15.840751 15.753151 17.404514
1289 1 15.906689 18.420771 18.925173
1290 1 15.788007 16.162563 19.966978
1291 1 14.119986 10.093378 20.21872
1292 1 19.957849 11.969333 20.1189
1293 2 14.162554 20.02646 18.75276
1294 1 13.984704 10.094607 14.501181
1295 1 13.999453 10.291276 17.369584
1296 1 18.045617 10.083779 20.193416
1297 1 17.9445 10.081783 14.380721
1298 1 19.602622 15.861712 17.656045
1299 1 19.899819 19.93777 17.008091
1300 2 11.785765 18.243861 21.455766
1301 1 19.799015 12.177826 17.292182
1302 1 10.075495 19.953505 16.005655
1303 2 10.151305 15.97525 21.489263
1304 2 15.800466 14.094739 21.520586
